vibe_category,vibe_description,song_name,artist_name,recommendation_reasoning,genre_category,comment_score,extraction_confidence,source_url,data_source,relation_type,anchor_reference_artist,anchor_reference_song,delta_description,reasoning_text,playlist_title,playlist_id,sequence_position,comment_contexts,video_url,extraction_method,search_query,vibe_category_hint
Focus/Study,"Study Playlist  2025 ♫  Best Pop Study Music 2025 - Study Playlist 2025 ♫ Best Pop Study Music 2025 If you liked this playlist, we recommend you also listen to these music lists: 1.",Who We Love,"Sam Smith, Ed Sheeran",From YouTube playlist: Study Playlist  2025 ♫  Best Pop Study Music 2025. Position 12 in sequence.,Pop,0,medium,https://youtube.com/playlist?list=PLo3pNg0eiPc8HrbDZQ-8awp7JRoGVdftY,youtube,,,,,,Study Playlist  2025 ♫  Best Pop Study Music 2025,PLo3pNg0eiPc8HrbDZQ-8awp7JRoGVdftY,11,0,https://youtube.com/watch?v=ypF_84mBqI8,youtube_playlist_with_comments,study music playlist,focus_study
Focus/Study,"Study Playlist  2025 ♫  Best Pop Study Music 2025 - Study Playlist 2025 ♫ Best Pop Study Music 2025 If you liked this playlist, we recommend you also listen to these music lists: 1.",The One That You Needed,Kaustubh Patil,From YouTube playlist: Study Playlist  2025 ♫  Best Pop Study Music 2025. Position 15 in sequence.,Pop,0,medium,https://youtube.com/playlist?list=PLo3pNg0eiPc8HrbDZQ-8awp7JRoGVdftY,youtube,,,,,,Study Playlist  2025 ♫  Best Pop Study Music 2025,PLo3pNg0eiPc8HrbDZQ-8awp7JRoGVdftY,14,0,https://youtube.com/watch?v=J9O5oq2_U_Q,youtube_playlist_with_comments,study music playlist,focus_study
Focus/Study,"Ultimate Study Music Playlist - NEW SONGS ADDED OFTEN. A huge playlist for studying and creative work, featuring a wide range of genres: acoustic, post rock ...",Atmospheric Entry,Thomas Frank,From YouTube playlist: Ultimate Study Music Playlist. Position 1 in sequence.,Rock,0,medium,https://youtube.com/playlist?list=PLx65qkgCWNJIs3FPaj8JZhduXSpQ_ZfvL,youtube,,,,,,Ultimate Study Music Playlist,PLx65qkgCWNJIs3FPaj8JZhduXSpQ_ZfvL,0,0,https://youtube.com/watch?v=tpWLeUt_7Cc,youtube_playlist_with_comments,study music playlist,focus_study
Focus/Study,"Ultimate Study Music Playlist - NEW SONGS ADDED OFTEN. A huge playlist for studying and creative work, featuring a wide range of genres: acoustic, post rock ...",Precipice,El Huervo,From YouTube playlist: Ultimate Study Music Playlist. Position 2 in sequence.,Rock,0,medium,https://youtube.com/playlist?list=PLx65qkgCWNJIs3FPaj8JZhduXSpQ_ZfvL,youtube,,,,,,Ultimate Study Music Playlist,PLx65qkgCWNJIs3FPaj8JZhduXSpQ_ZfvL,1,0,https://youtube.com/watch?v=UAV807xvc84,youtube_playlist_with_comments,study music playlist,focus_study
Focus/Study,"Ultimate Study Music Playlist - NEW SONGS ADDED OFTEN. A huge playlist for studying and creative work, featuring a wide range of genres: acoustic, post rock ...",Don't Wait,Bonobo,From YouTube playlist: Ultimate Study Music Playlist. Position 4 in sequence.,Rock,0,medium,https://youtube.com/playlist?list=PLx65qkgCWNJIs3FPaj8JZhduXSpQ_ZfvL,youtube,,,,,,Ultimate Study Music Playlist,PLx65qkgCWNJIs3FPaj8JZhduXSpQ_ZfvL,3,0,https://youtube.com/watch?v=ulX_Eh5nuKE,youtube_playlist_with_comments,study music playlist,focus_study
Focus/Study,"Ultimate Study Music Playlist - NEW SONGS ADDED OFTEN. A huge playlist for studying and creative work, featuring a wide range of genres: acoustic, post rock ...",Sapphire,Bonobo,"From YouTube playlist: Ultimate Study Music Playlist. Position 5 in sequence. Listener context: ""you can accomplish anything"" (21 likes)",Rock,21,high,https://youtube.com/playlist?list=PLx65qkgCWNJIs3FPaj8JZhduXSpQ_ZfvL,youtube,,,,,,Ultimate Study Music Playlist,PLx65qkgCWNJIs3FPaj8JZhduXSpQ_ZfvL,4,1,https://youtube.com/watch?v=tYI4nBHmYGg,youtube_playlist_with_comments,study music playlist,focus_study
Focus/Study,"Ultimate Study Music Playlist - NEW SONGS ADDED OFTEN. A huge playlist for studying and creative work, featuring a wide range of genres: acoustic, post rock ...",Lanai Gardens,FloFilz,"From YouTube playlist: Ultimate Study Music Playlist. Position 15 in sequence. Listener context: ""if I were high on POT"" (3 likes)",Rock,3,high,https://youtube.com/playlist?list=PLx65qkgCWNJIs3FPaj8JZhduXSpQ_ZfvL,youtube,,,,,,Ultimate Study Music Playlist,PLx65qkgCWNJIs3FPaj8JZhduXSpQ_ZfvL,14,2,https://youtube.com/watch?v=tpn2GNWA-SQ,youtube_playlist_with_comments,study music playlist,focus_study
Focus/Study,Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate - Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate Enjoy these 12 of deep focus ...,3 Hours of Ambient Study Music to Concentrate & Improve Memory #23,Deep Focus Music for Studying,From YouTube playlist: Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate. Position 2 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PL8FAaxF9ZpkdoHHggFLe67apU8SfPZuUb,youtube,,,,,,Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate,PL8FAaxF9ZpkdoHHggFLe67apU8SfPZuUb,1,0,https://youtube.com/watch?v=ODPaB-ABF5Y,youtube_playlist_with_comments,focus concentration music,focus_study
Focus/Study,Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate - Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate Enjoy these 12 of deep focus ...,3 Hours of Ambient Study Music to Concentrate & Improve Memory #22,Deep Focus Music for Studying,From YouTube playlist: Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate. Position 3 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PL8FAaxF9ZpkdoHHggFLe67apU8SfPZuUb,youtube,,,,,,Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate,PL8FAaxF9ZpkdoHHggFLe67apU8SfPZuUb,2,0,https://youtube.com/watch?v=NFqerORg3O0,youtube_playlist_with_comments,focus concentration music,focus_study
Focus/Study,Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate - Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate Enjoy these 12 of deep focus ...,3 Hours of Ambient Study Music to Concentrate & Improve Memory #21,Deep Focus Music for Studying,From YouTube playlist: Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate. Position 4 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PL8FAaxF9ZpkdoHHggFLe67apU8SfPZuUb,youtube,,,,,,Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate,PL8FAaxF9ZpkdoHHggFLe67apU8SfPZuUb,3,0,https://youtube.com/watch?v=BCLVn_5taI8,youtube_playlist_with_comments,focus concentration music,focus_study
Focus/Study,Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate - Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate Enjoy these 12 of deep focus ...,3 Hours of Ambient Study Music to Concentrate & Improve Memory #19,Deep Focus Music for Studying,From YouTube playlist: Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate. Position 7 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PL8FAaxF9ZpkdoHHggFLe67apU8SfPZuUb,youtube,,,,,,Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate,PL8FAaxF9ZpkdoHHggFLe67apU8SfPZuUb,6,0,https://youtube.com/watch?v=w4vAukhOA9E,youtube_playlist_with_comments,focus concentration music,focus_study
Focus/Study,Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate - Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate Enjoy these 12 of deep focus ...,3 Hours of Ambient Study Music to Concentrate & Improve Memory #18,Deep Focus Music for Studying,From YouTube playlist: Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate. Position 9 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PL8FAaxF9ZpkdoHHggFLe67apU8SfPZuUb,youtube,,,,,,Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate,PL8FAaxF9ZpkdoHHggFLe67apU8SfPZuUb,8,0,https://youtube.com/watch?v=816pTG9_5bk,youtube_playlist_with_comments,focus concentration music,focus_study
Focus/Study,Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate - Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate Enjoy these 12 of deep focus ...,3 Hours of Ambient Study Music to Concentrate & Improve Memory #14,Deep Focus Music for Studying,From YouTube playlist: Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate. Position 11 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PL8FAaxF9ZpkdoHHggFLe67apU8SfPZuUb,youtube,,,,,,Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate,PL8FAaxF9ZpkdoHHggFLe67apU8SfPZuUb,10,0,https://youtube.com/watch?v=XsYoavnMsu4,youtube_playlist_with_comments,focus concentration music,focus_study
Focus/Study,Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate - Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate Enjoy these 12 of deep focus ...,12 Hours of Ambient Study Music to Concentrate & Improve Memory #66,Deep Focus Music for Studying,"From YouTube playlist: Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate. Position 12 in sequence. Listener context: ""studies 😃"" (1 likes)",Various,1,high,https://youtube.com/playlist?list=PL8FAaxF9ZpkdoHHggFLe67apU8SfPZuUb,youtube,,,,,,Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate,PL8FAaxF9ZpkdoHHggFLe67apU8SfPZuUb,11,1,https://youtube.com/watch?v=QG0MTRdid7w,youtube_playlist_with_comments,focus concentration music,focus_study
Focus/Study,Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate - Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate Enjoy these 12 of deep focus ...,12 Hours of Ambient Study Music to Concentrate & Improve Memory #65,Deep Focus Music for Studying,From YouTube playlist: Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate. Position 13 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PL8FAaxF9ZpkdoHHggFLe67apU8SfPZuUb,youtube,,,,,,Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate,PL8FAaxF9ZpkdoHHggFLe67apU8SfPZuUb,12,0,https://youtube.com/watch?v=zQHUuRuPoQk,youtube_playlist_with_comments,focus concentration music,focus_study
Focus/Study,Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate - Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate Enjoy these 12 of deep focus ...,"12 Hours of Ambient Study Music to Concentrate,Improve Memory #18",Concentration Music for Studying,From YouTube playlist: Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate. Position 14 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PL8FAaxF9ZpkdoHHggFLe67apU8SfPZuUb,youtube,,,,,,Deep Focus Music To Improve Concentration - 12 Hours of Ambient Study Music to Concentrate,PL8FAaxF9ZpkdoHHggFLe67apU8SfPZuUb,13,0,https://youtube.com/watch?v=7gxBHW43oJ4,youtube_playlist_with_comments,focus concentration music,focus_study
Focus/Study,Work From Home Spotify Playlist - Clock in from the comfort of your own home with 8 hours of music to carry you through the day.,The Bones,"Maren Morris, Hozier",From YouTube playlist: Work From Home Spotify Playlist. Position 1 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,youtube,,,,,,Work From Home Spotify Playlist,PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,0,0,https://youtube.com/watch?v=Zmxfd3Z_wBA,youtube_playlist_with_comments,work from home playlist,focus_study
Focus/Study,Work From Home Spotify Playlist - Clock in from the comfort of your own home with 8 hours of music to carry you through the day.,Before You Go,Lewis Capaldi,"From YouTube playlist: Work From Home Spotify Playlist. Position 2 in sequence. Listener context: ""so sad yet so beautiful"" (3479 likes)",Various,3479,high,https://youtube.com/playlist?list=PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,youtube,,,,,,Work From Home Spotify Playlist,PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,1,2,https://youtube.com/watch?v=Jtauh8GcxBY,youtube_playlist_with_comments,work from home playlist,focus_study
Focus/Study,Work From Home Spotify Playlist - Clock in from the comfort of your own home with 8 hours of music to carry you through the day.,Circles,Post Malone,"From YouTube playlist: Work From Home Spotify Playlist. Position 4 in sequence. Listener context: ""a song that you listen to while driving with the windows down on a breezy summer day or night"" (33612 likes)",Various,33612,high,https://youtube.com/playlist?list=PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,youtube,,,,,,Work From Home Spotify Playlist,PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,3,1,https://youtube.com/watch?v=wXhTHyIgQ_U,youtube_playlist_with_comments,work from home playlist,focus_study
Focus/Study,Work From Home Spotify Playlist - Clock in from the comfort of your own home with 8 hours of music to carry you through the day.,Beautiful People (feat. Khalid),Ed Sheeran,From YouTube playlist: Work From Home Spotify Playlist. Position 5 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,youtube,,,,,,Work From Home Spotify Playlist,PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,4,0,https://youtube.com/watch?v=mj0XInqZMHY,youtube_playlist_with_comments,work from home playlist,focus_study
Focus/Study,Work From Home Spotify Playlist - Clock in from the comfort of your own home with 8 hours of music to carry you through the day.,Dancing With A Stranger,"Sam Smith, Normani",From YouTube playlist: Work From Home Spotify Playlist. Position 6 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,youtube,,,,,,Work From Home Spotify Playlist,PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,5,0,https://youtube.com/watch?v=av5JD1dfj_c,youtube_playlist_with_comments,work from home playlist,focus_study
Focus/Study,Work From Home Spotify Playlist - Clock in from the comfort of your own home with 8 hours of music to carry you through the day.,I Like Me Better,Lauv,"From YouTube playlist: Work From Home Spotify Playlist. Position 7 in sequence. Listener context: ""time flew by so past"" (14830 likes)",Various,14830,high,https://youtube.com/playlist?list=PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,youtube,,,,,,Work From Home Spotify Playlist,PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,6,3,https://youtube.com/watch?v=a7fzkqLozwA,youtube_playlist_with_comments,work from home playlist,focus_study
Focus/Study,Work From Home Spotify Playlist - Clock in from the comfort of your own home with 8 hours of music to carry you through the day.,Demons,Imagine Dragons,"From YouTube playlist: Work From Home Spotify Playlist. Position 8 in sequence. Listener context: ""so Deep"" (7774 likes)",Various,7774,high,https://youtube.com/playlist?list=PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,youtube,,,,,,Work From Home Spotify Playlist,PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,7,1,https://youtube.com/watch?v=mWRsgZuwf_8,youtube_playlist_with_comments,work from home playlist,focus_study
Focus/Study,Work From Home Spotify Playlist - Clock in from the comfort of your own home with 8 hours of music to carry you through the day.,Sunflower (Spider-Man: Into the Spider-Verse),"Post Malone, Swae Lee","From YouTube playlist: Work From Home Spotify Playlist. Position 9 in sequence. Listener context: ""going to be SO nostalgic when we all grow older"" (126041 likes)",Various,126041,high,https://youtube.com/playlist?list=PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,youtube,,,,,,Work From Home Spotify Playlist,PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,8,2,https://youtube.com/watch?v=ApXoWvfEYVU,youtube_playlist_with_comments,work from home playlist,focus_study
Focus/Study,Work From Home Spotify Playlist - Clock in from the comfort of your own home with 8 hours of music to carry you through the day.,Issues,Julia Michaels,From YouTube playlist: Work From Home Spotify Playlist. Position 10 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,youtube,,,,,,Work From Home Spotify Playlist,PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,9,0,https://youtube.com/watch?v=9Ke4480MicU,youtube_playlist_with_comments,work from home playlist,focus_study
Focus/Study,Work From Home Spotify Playlist - Clock in from the comfort of your own home with 8 hours of music to carry you through the day.,"Sit Still, Look Pretty",Daya,"From YouTube playlist: Work From Home Spotify Playlist. Position 11 in sequence. Listener context: ""amazing, I can't believe she's only 17"" (994 likes)",Various,994,high,https://youtube.com/playlist?list=PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,youtube,,,,,,Work From Home Spotify Playlist,PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,10,2,https://youtube.com/watch?v=uPHKkewD1G0,youtube_playlist_with_comments,work from home playlist,focus_study
Focus/Study,Work From Home Spotify Playlist - Clock in from the comfort of your own home with 8 hours of music to carry you through the day.,No Judgement,Niall Horan,"From YouTube playlist: Work From Home Spotify Playlist. Position 12 in sequence. Listener context: ""criminally underrated"" (5104 likes)",Various,5104,high,https://youtube.com/playlist?list=PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,youtube,,,,,,Work From Home Spotify Playlist,PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,11,1,https://youtube.com/watch?v=CU5ImX_MNms,youtube_playlist_with_comments,work from home playlist,focus_study
Focus/Study,Work From Home Spotify Playlist - Clock in from the comfort of your own home with 8 hours of music to carry you through the day.,This City,Sam Fischer,From YouTube playlist: Work From Home Spotify Playlist. Position 13 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,youtube,,,,,,Work From Home Spotify Playlist,PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,12,0,https://youtube.com/watch?v=s3IAHXP1dfs,youtube_playlist_with_comments,work from home playlist,focus_study
Focus/Study,Work From Home Spotify Playlist - Clock in from the comfort of your own home with 8 hours of music to carry you through the day.,Send My Love (To Your New Lover),Adele,"From YouTube playlist: Work From Home Spotify Playlist. Position 14 in sequence. Listener context: ""helping me move over a breakup which never happened"" (5667 likes)",Various,5667,high,https://youtube.com/playlist?list=PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,youtube,,,,,,Work From Home Spotify Playlist,PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,13,1,https://youtube.com/watch?v=fk4BbF7B29w,youtube_playlist_with_comments,work from home playlist,focus_study
Focus/Study,Work From Home Spotify Playlist - Clock in from the comfort of your own home with 8 hours of music to carry you through the day.,comethru,Jeremy Zucker,From YouTube playlist: Work From Home Spotify Playlist. Position 15 in sequence.,Various,0,medium,https://youtube.com/playlist?list=PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,youtube,,,,,,Work From Home Spotify Playlist,PLPz5VBapcZx2YYFt61NJt8Lctu2PyNRWZ,14,0,https://youtube.com/watch?v=jO2viLEW-1A,youtube_playlist_with_comments,work from home playlist,focus_study
Focus/Study,"Clean Office Music Playlist 2025 - Best Chill Working Songs 2025 (Clean Music for Work) - Clean Office Music Playlist 2025 - Best Chill Working Songs 2025 (Clean Music for Work) If you liked this playlist, we recommend ...",The Fate of Ophelia,Taylor Swift,"From YouTube playlist: Clean Office Music Playlist 2025 - Best Chill Working Songs 2025 (Clean Music for Work). Position 1 in sequence. Listener context: ""AMAZING"" (9417 likes)",Various,9417,high,https://youtube.com/playlist?list=PLV9Y77TQ4I9dbaEOCCt_pdPavAXOXMkkN,youtube,,,,,,Clean Office Music Playlist 2025 - Best Chill Working Songs 2025 (Clean Music for Work),PLV9Y77TQ4I9dbaEOCCt_pdPavAXOXMkkN,0,2,https://youtube.com/watch?v=svcboYY81wU,youtube_playlist_with_comments,work from home playlist,focus_study
